Experiment Log: VAE
Epoch: 1, train_loss=-226.203757, valid_loss=-195.767245
Epoch: 2, train_loss=-188.657057, valid_loss=-178.179090
Epoch: 3, train_loss=-175.209941, valid_loss=-170.616341
Epoch: 4, train_loss=-168.147638, valid_loss=-163.479325
Epoch: 5, train_loss=-161.533355, valid_loss=-158.085062
Epoch: 6, train_loss=-156.225692, valid_loss=-153.012892
Epoch: 7, train_loss=-151.900225, valid_loss=-149.416575
Epoch: 8, train_loss=-148.368122, valid_loss=-146.238861
Epoch: 9, train_loss=-145.419302, valid_loss=-143.474727
Epoch: 10, train_loss=-142.583164, valid_loss=-140.862635
Epoch: 11, train_loss=-140.258043, valid_loss=-138.736761
Epoch: 12, train_loss=-138.013046, valid_loss=-136.800558
Epoch: 13, train_loss=-136.042845, valid_loss=-134.836948
Epoch: 14, train_loss=-134.182399, valid_loss=-133.049084
Epoch: 15, train_loss=-132.412926, valid_loss=-131.382511
Epoch: 16, train_loss=-130.900322, valid_loss=-129.979616
Epoch: 17, train_loss=-129.665924, valid_loss=-128.969407
Epoch: 18, train_loss=-128.641689, valid_loss=-128.105721
Epoch: 19, train_loss=-127.747370, valid_loss=-127.192933
Epoch: 20, train_loss=-127.030742, valid_loss=-126.532076
Epoch: 21, train_loss=-126.346966, valid_loss=-125.973443
Epoch: 22, train_loss=-125.742620, valid_loss=-125.304061
Epoch: 23, train_loss=-125.130619, valid_loss=-124.718027
Epoch: 24, train_loss=-124.594746, valid_loss=-124.138933
Epoch: 25, train_loss=-124.049207, valid_loss=-123.690702
Epoch: 26, train_loss=-123.526993, valid_loss=-123.250220
Epoch: 27, train_loss=-123.024791, valid_loss=-122.652263
Epoch: 28, train_loss=-122.549504, valid_loss=-122.214120
Epoch: 29, train_loss=-122.068933, valid_loss=-121.740468
Epoch: 30, train_loss=-121.635199, valid_loss=-121.328088
Epoch: 31, train_loss=-121.163192, valid_loss=-120.978026
Epoch: 32, train_loss=-120.730215, valid_loss=-120.396992
Epoch: 33, train_loss=-120.331383, valid_loss=-120.057772
Epoch: 34, train_loss=-119.959867, valid_loss=-119.734678
Epoch: 35, train_loss=-119.599242, valid_loss=-119.451470
Epoch: 36, train_loss=-119.298804, valid_loss=-119.078833
Epoch: 37, train_loss=-118.992021, valid_loss=-118.815907
Epoch: 38, train_loss=-118.710031, valid_loss=-118.588358
Epoch: 39, train_loss=-118.388910, valid_loss=-118.222804
Epoch: 40, train_loss=-118.126851, valid_loss=-118.024916
Epoch: 41, train_loss=-117.879529, valid_loss=-117.731775
Epoch: 42, train_loss=-117.615361, valid_loss=-117.576059
Epoch: 43, train_loss=-117.402773, valid_loss=-117.278938
Epoch: 44, train_loss=-117.205340, valid_loss=-117.051066
Epoch: 45, train_loss=-116.981432, valid_loss=-116.929887
Epoch: 46, train_loss=-116.738721, valid_loss=-116.785123
Epoch: 47, train_loss=-116.547830, valid_loss=-116.538440
Epoch: 48, train_loss=-116.357517, valid_loss=-116.351311
Epoch: 49, train_loss=-116.131614, valid_loss=-116.136020
Epoch: 50, train_loss=-115.987826, valid_loss=-116.029133
Epoch: 51, train_loss=-115.765414, valid_loss=-115.777432
Epoch: 52, train_loss=-115.635220, valid_loss=-115.671620
Epoch: 53, train_loss=-115.438679, valid_loss=-115.473659
Epoch: 54, train_loss=-115.287212, valid_loss=-115.174623
Epoch: 55, train_loss=-115.078172, valid_loss=-115.040218
Epoch: 56, train_loss=-114.946890, valid_loss=-114.820117
Epoch: 57, train_loss=-114.795089, valid_loss=-114.818802
Epoch: 58, train_loss=-114.617209, valid_loss=-114.691983
Epoch: 59, train_loss=-114.513793, valid_loss=-114.520833
Epoch: 60, train_loss=-114.323257, valid_loss=-114.379875
Epoch: 61, train_loss=-114.166143, valid_loss=-114.223490
Epoch: 62, train_loss=-114.015439, valid_loss=-114.098628
Epoch: 63, train_loss=-113.888113, valid_loss=-113.974109
Epoch: 64, train_loss=-113.770159, valid_loss=-113.839940
Epoch: 65, train_loss=-113.629445, valid_loss=-113.697844
Epoch: 66, train_loss=-113.477426, valid_loss=-113.640649
Epoch: 67, train_loss=-113.345117, valid_loss=-113.458835
Epoch: 68, train_loss=-113.203164, valid_loss=-113.239567
Epoch: 69, train_loss=-113.093141, valid_loss=-113.272518
Epoch: 70, train_loss=-112.930924, valid_loss=-113.064758
Epoch: 71, train_loss=-112.820514, valid_loss=-112.961892
Epoch: 72, train_loss=-112.736910, valid_loss=-112.787819
Epoch: 73, train_loss=-112.589893, valid_loss=-112.716300
Epoch: 74, train_loss=-112.440449, valid_loss=-112.584408
Epoch: 75, train_loss=-112.348074, valid_loss=-112.418666
Epoch: 76, train_loss=-112.238947, valid_loss=-112.405098
Epoch: 77, train_loss=-112.158250, valid_loss=-112.306285
Epoch: 78, train_loss=-112.026883, valid_loss=-112.199096
Epoch: 79, train_loss=-111.939314, valid_loss=-112.109526
Epoch: 80, train_loss=-111.856946, valid_loss=-112.049296
Epoch: 81, train_loss=-111.728331, valid_loss=-111.877150
Epoch: 82, train_loss=-111.634376, valid_loss=-111.799490
Epoch: 83, train_loss=-111.539125, valid_loss=-111.653546
Epoch: 84, train_loss=-111.464036, valid_loss=-111.595977
Epoch: 85, train_loss=-111.391493, valid_loss=-111.588055
Epoch: 86, train_loss=-111.263191, valid_loss=-111.451822
Epoch: 87, train_loss=-111.194680, valid_loss=-111.374737
Epoch: 88, train_loss=-111.080750, valid_loss=-111.378173
Epoch: 89, train_loss=-111.005372, valid_loss=-111.240157
Epoch: 90, train_loss=-110.902797, valid_loss=-111.077040
Epoch: 91, train_loss=-110.832047, valid_loss=-111.021774
Epoch: 92, train_loss=-110.788133, valid_loss=-111.010224
Epoch: 93, train_loss=-110.697755, valid_loss=-110.917841
Epoch: 94, train_loss=-110.610649, valid_loss=-110.791184
Epoch: 95, train_loss=-110.527677, valid_loss=-110.764265
Epoch: 96, train_loss=-110.445283, valid_loss=-110.722365
Epoch: 97, train_loss=-110.394740, valid_loss=-110.582792
Epoch: 98, train_loss=-110.301624, valid_loss=-110.543367
Epoch: 99, train_loss=-110.270877, valid_loss=-110.423785
Epoch: 100, train_loss=-110.186578, valid_loss=-110.327269
Epoch: 101, train_loss=-110.084075, valid_loss=-110.424129
Epoch: 102, train_loss=-109.989178, valid_loss=-110.334645
Epoch: 103, train_loss=-109.970237, valid_loss=-110.223900
Epoch: 104, train_loss=-109.875267, valid_loss=-110.076450
Epoch: 105, train_loss=-109.812305, valid_loss=-110.142390
Epoch: 106, train_loss=-109.788152, valid_loss=-110.000985
Epoch: 107, train_loss=-109.710523, valid_loss=-109.973652
Epoch: 108, train_loss=-109.651124, valid_loss=-109.902124
Epoch: 109, train_loss=-109.599287, valid_loss=-109.855498
Epoch: 110, train_loss=-109.549190, valid_loss=-109.846107
Epoch: 111, train_loss=-109.513291, valid_loss=-109.707228
Epoch: 112, train_loss=-109.401919, valid_loss=-109.746244
Epoch: 113, train_loss=-109.383574, valid_loss=-109.719651
Epoch: 114, train_loss=-109.300054, valid_loss=-109.599839
Epoch: 115, train_loss=-109.268016, valid_loss=-109.541784
Epoch: 116, train_loss=-109.208740, valid_loss=-109.488004
Epoch: 117, train_loss=-109.189107, valid_loss=-109.428204
Epoch: 118, train_loss=-109.047079, valid_loss=-109.378056
Epoch: 119, train_loss=-109.050331, valid_loss=-109.346536
Epoch: 120, train_loss=-108.963562, valid_loss=-109.371407
Epoch: 121, train_loss=-108.942189, valid_loss=-109.249800
Epoch: 122, train_loss=-108.905088, valid_loss=-109.327542
Epoch: 123, train_loss=-108.852434, valid_loss=-109.111518
Epoch: 124, train_loss=-108.830696, valid_loss=-109.127635
Epoch: 125, train_loss=-108.754467, valid_loss=-109.115316
Epoch: 126, train_loss=-108.733073, valid_loss=-109.014438
Epoch: 127, train_loss=-108.662929, valid_loss=-108.958067
Epoch: 128, train_loss=-108.605629, valid_loss=-108.941341
Epoch: 129, train_loss=-108.593567, valid_loss=-108.950969
Epoch: 130, train_loss=-108.536318, valid_loss=-108.795854
Epoch: 131, train_loss=-108.509515, valid_loss=-108.888520
Epoch: 132, train_loss=-108.466935, valid_loss=-108.848718
Epoch: 133, train_loss=-108.443041, valid_loss=-108.760753
Epoch: 134, train_loss=-108.380589, valid_loss=-108.611271
Epoch: 135, train_loss=-108.340929, valid_loss=-108.666820
Epoch: 136, train_loss=-108.274903, valid_loss=-108.684278
Epoch: 137, train_loss=-108.215435, valid_loss=-108.489862
Epoch: 138, train_loss=-108.230486, valid_loss=-108.565502
Epoch: 139, train_loss=-108.199267, valid_loss=-108.550626
Epoch: 140, train_loss=-108.145147, valid_loss=-108.422650
Epoch: 141, train_loss=-108.080541, valid_loss=-108.424973
Epoch: 142, train_loss=-108.073517, valid_loss=-108.388502
Epoch: 143, train_loss=-108.029403, valid_loss=-108.305702
Epoch: 144, train_loss=-107.974729, valid_loss=-108.362318
Epoch: 145, train_loss=-107.937293, valid_loss=-108.290297
Epoch: 146, train_loss=-107.927482, valid_loss=-108.278890
Epoch: 147, train_loss=-107.846877, valid_loss=-108.206761
Epoch: 148, train_loss=-107.832330, valid_loss=-108.214606
Epoch: 149, train_loss=-107.842455, valid_loss=-108.120685
Epoch: 150, train_loss=-107.786013, valid_loss=-108.195121
Epoch: 151, train_loss=-107.772627, valid_loss=-108.045322
Epoch: 152, train_loss=-107.740314, valid_loss=-108.004445
Epoch: 153, train_loss=-107.653633, valid_loss=-108.081040
Epoch: 154, train_loss=-107.674138, valid_loss=-108.015121
Epoch: 155, train_loss=-107.603289, valid_loss=-107.999950
Epoch: 156, train_loss=-107.629002, valid_loss=-107.950501
